year,state,code,christianity_protestant,christianity_romancatholic,christianity_easternorthodox,christianity_anglican,christianity_other,christianity_all,judaism_orthodox,judaism_conservative,judaism_reform,judaism_other,judaism_all,islam_sunni,islam_shi’a,islam_ibadhi,islam_nationofislam,islam_alawite,islam_ahmadiyya,islam_other,islam_all,buddhism_mahayana,buddhism_theravada,buddhism_other,buddhism_all,zoroastrianism_all,hinduism_all,sikhism_all,shinto_all,baha’i_all,taoism_all,jainism_all,confucianism_all,syncretism_all,animism_all,noreligion_all,otherreligion_all,religion_all,population,protestant_percent,romancatholic_percent,easternorthodox_percent,anglican_percent,otherchristianity_percent,christianity_percent,orthodox_percent,conservative_percent,reform_percent,otherjudaism_percent,judaism_percent,sunni_percent,shi’a_percent,ibadhi_percent,nationofislam_percent,alawite_percent,ahmadiyya_percent,otherislam_percent,islam_percent,mahayana_percent,theravada_percent,otherbuddhism_percent,buddhism_percent,zoroastrianism_percent,hinduism_percent,sikhism_percent,shinto_percent,baha’i_percent,taoism_percent,jainism_percent,confucianism_percent,syncretism_percent,animism_percent,noreligion_percent,otherreligion_percent,religion_sumpercent,total_percent,dual_religion,source_code
1970,Haiti,HAI,400073,3797400,0,38452,0,4235925,0,0,0,100,100,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,10700,0,0,0,2260000,0,183830,0,6692055,4520000,0.0885,0.8401,0,0.0085,0,0.9372,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0.0024,0,0,0,0.5,0,0.0407,0,1.4805,1.4806,1,7
1975,Haiti,HAI,464056,4089750,0,0,0,4553806,0,0,0,100,100,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,2460000,0,183830,0,7199236,4920000,0.0943,0.8313,0,0,0,0.9256,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0374,0,1.4633,1.4633,1,99
1980,Haiti,HAI,574900,4382100,0,45500,0,5002500,0,0,0,100,100,0,0,0,0,0,0,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,2676500,106300,57900,0,7845000,5353000,0.1074,0.8186,0,0.0085,0,0.9345,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0199,0.0108,0,1.4655,1.4655,1,7
1985,Haiti,HAI,610000,4515000,0,0,0,5125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932500,0,520000,0,8577500,5865000,0.104,0.7698,0,0,0,0.8738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0887,0,1.4625,1.4625,1,2
1990,Haiti,HAI,730500,5120000,0,84000,0,5934500,0,0,0,160,160,0,0,0,0,0,0,1660,1660,0,0,0,0,0,0,0,0,0,180,0,0,3243000,0,410442,0,9589942,6486000,0.1126,0.7894,0,0.013,0,0.915,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0633,0,1.4786,1.4786,1,7
1995,Haiti,HAI,745110,5834400,0,42000,0,6621510,0,0,0,129,129,0,0,0,0,0,0,830,830,0,0,0,0,0,0,0,0,4263,90,0,0,3590000,0,0,0,10216822,7180000,0.1038,0.8126,0,0.0058,0,0.9222,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0006,0,0,0,0.5,0,0,0,1.423,1.4229,1,7
2000,Haiti,HAI,822200,6555400,0,0,0,7377600,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8527,0,0,0,5088500,0,822200,0,13296925,8222000,0.1,0.7973,0,0,0,0.8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6189,0,0.1,0,1.6172,1.6172,1,83
2005,Haiti,HAI,941000,7057500,0,0,0,7998500,0,0,0,500,500,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,11200,0,0,0,6587000,0,941000,0,15540200,9410000,0.1,0.75,0,0,0,0.85,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.7,0,0.1,0,1.6515,1.6515,1,1
2010,Haiti,HAI,976083,7027799,0,0,0,8003882,0,0,0,120,120,0,0,0,0,0,0,1750,1750,0,0,0,0,0,0,0,0,8527,0,0,0,4392374,0,976083,0,13382736,9760832,0.1,0.72,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0.0009,0,0,0,0.45,0,0.1,0,1.3711,1.3711,1,1
1945,Dominican Republic,DOM,31680,1847340,0,0,0,1879020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100980,1879020,1980000,0.016,0.933,0,0,0,0.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.949,1,0,99
1950,Dominican Republic,DOM,33440,2098474,0,0,0,2131914,0,0,0,463,463,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,1845,105722,2134278,2240000,0.0149,0.9368,0,0,0,0.9517,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0472,0.9528,0.9999,0,15
1955,Dominican Republic,DOM,40952,2450000,0,0,0,2490952,0,0,0,231,231,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,62789,2491211,2554000,0.016,0.9593,0,0,0,0.9753,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0.9754,1,0,4
1960,Dominican Republic,DOM,48465,3101000,0,0,0,3149465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81535,3149465,3231000,0.015,0.9598,0,0,0,0.9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252,0.9748,1,0,12
1965,Dominican Republic,DOM,50250,3189200,0,0,0,3239450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110550,3239450,3350000,0.015,0.952,0,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.967,1,0,20
1970,Dominican Republic,DOM,406200,3189200,0,3139,0,3598539,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,450000,11611,4050389,4062000,0.1,0.7851,0,0.0008,0,0.8859,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0,0,0.1108,0.0029,0.9971,1.0001,0,7
1975,Dominican Republic,DOM,516670,3428810,0,3769,0,3949249,0,0,0,415,415,0,0,0,0,0,0,0,0,0,0,750,750,0,0,0,0,2750,0,0,0,0,32550,580000,131286,4565714,4697000,0.11,0.73,0,0.0008,0,0.8408,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0.0006,0,0,0,0,0.0069,0.1235,0.028,0.972,1.0001,0,99
1980,Dominican Republic,DOM,151000,4700025,0,4400,0,4855425,0,0,0,480,480,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,5500,0,0,0,0,65100,626670,141825,5555175,5697000,0.0265,0.825,0,0.0008,0,0.8523,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0.001,0,0,0,0,0.0114,0.11,0.0249,0.9751,1.0001,0,7
1985,Dominican Republic,DOM,109072,5248288,0,0,0,5357360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,705760,292880,6123120,6416000,0.017,0.818,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0.11,0.0456,0.9544,1,0,13
1990,Dominican Republic,DOM,285000,5755952,0,3800,0,6044752,0,0,0,0,0,0,0,0,0,0,0,1600,1600,0,0,1470,1470,0,0,0,0,5000,5000,0,0,0,0,781672,266620,6839494,7106114,0.0401,0.81,0,0.0005,0,0.8506,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0002,0.0002,0,0,0,0,0.0007,0.0007,0,0,0,0,0.11,0.0375,0.9625,0.9999,0,7
1995,Dominican Republic,DOM,788700,5305800,0,3800,0,6098300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,788700,278000,6892000,7170000,0.11,0.74,0,0.0005,0,0.8505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0.11,0.0388,0.9612,1,0,1
2000,Dominican Republic,DOM,743538,5783075,0,0,0,6526613,0,0,0,100,100,0,0,0,0,0,0,1873,1873,0,0,1533,1533,0,0,0,0,0,6580,0,0,0,0,1652307,72530,8189006,8261536,0.09,0.7,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0002,0.0002,0,0,0,0,0,0.0008,0,0,0,0,0.2,0.0088,0.9912,1,0,83
2005,Dominican Republic,DOM,1010238,6474708,0,0,0,7484946,0,0,0,100,100,0,0,0,0,0,0,2083,2083,0,0,1705,1705,0,0,0,0,0,7315,0,0,0,0,1653117,34718,9149266,9183984,0.11,0.705,0,0,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0002,0.0002,0,0,0,0,0,0.0008,0,0,0,0,0.18,0.0038,0.9962,1,0,78
2010,Dominican Republic,DOM,1493497,7168786,0,0,0,8662283,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194797,99468,9857180,9956648,0.15,0.72,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.01,0.99,1,0,78
1960,Jamaica,JAM,1113072,115291,55000,44000,0,1327363,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,273293,10711,1602437,1613148,0.69,0.0715,0.0341,0.0273,0,0.8228,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.1694,0.0066,0.9934,0.9999,0,15
1965,Jamaica,JAM,1116720,115291,52467,47643,0,1332121,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,183783,200346,1517685,1718031,0.65,0.0671,0.0305,0.0277,0,0.7754,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.107,0.1166,0.8834,1,0,20
1970,Jamaica,JAM,1161798,160873,0,50000,73000,1445671,0,0,0,1800,1800,0,0,0,0,0,0,3000,3000,0,0,300,300,0,5600,0,0,0,1000,0,0,0,0,182000,170629,1639371,1810000,0.6419,0.0889,0,0.0276,0.0403,0.7987,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0017,0.0017,0,0,0.0002,0.0002,0,0.0031,0,0,0,0.0006,0,0,0,0,0.1006,0.0943,0.9057,1.0002,0,18
1975,Jamaica,JAM,1164819,134226,0,87274,93750,1480069,0,0,0,900,900,0,0,0,0,0,0,1500,1500,0,0,320,320,0,6300,0,0,5000,700,400,0,0,117150,121900,75761,1734239,1810000,0.6435,0.0742,0,0.0482,0.0518,0.8177,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.0008,0.0008,0,0,0.0002,0.0002,0,0.0035,0,0,0.0028,0.0004,0.0002,0,0,0.0647,0.0673,0.0419,0.9581,1,0,99
1980,Jamaica,JAM,1167840,107580,0,124548,114500,1514468,0,0,0,2080,2080,0,0,0,0,0,0,0,0,0,0,340,340,0,6400,0,0,5000,0,800,0,0,234300,41800,4812,1805188,1810000,0.6452,0.0594,0,0.0688,0.0633,0.8367,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0.0035,0,0,0.0028,0,0.0004,0,0,0.1294,0.0231,0.0027,0.9973,0.9999,0,7
1985,Jamaica,JAM,1657000,105000,0,110000,125000,1997000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254210,59790,2251210,2311000,0.717,0.0454,0,0.0476,0.0541,0.8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.0259,0.9741,1,0,13
1990,Jamaica,JAM,1335978,98049,28980,133791,105000,1701798,0,0,0,600,600,0,0,0,0,0,0,3000,3000,0,0,300,300,0,27100,0,0,0,6200,0,0,0,0,617757,58245,2356755,2415000,0.5532,0.0406,0.012,0.0554,0.0435,0.7047,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0012,0.0012,0,0,0.0001,0.0001,0,0.0112,0,0,0,0.0026,0,0,0,0,0.2558,0.0241,0.9759,0.9999,0,79
1995,Jamaica,JAM,1422741,82474,24951,113518,110895,1754579,0,0,0,555,555,0,0,0,0,0,0,3078,3078,0,0,308,308,0,28916,0,0,0,6636,0,0,0,0,615351,5577,2409423,2415000,0.5891,0.0342,0.0103,0.047,0.0459,0.7265,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0013,0.0013,0,0,0.0001,0.0001,0,0.012,0,0,0,0.0027,0,0,0,0,0.2548,0.0023,0.9977,0.9999,0,99
2000,Jamaica,JAM,1509505,66899,20922,93246,116790,1807362,0,0,0,511,511,0,0,0,0,0,0,3156,3156,0,0,316,316,0,30733,0,0,0,7073,0,0,0,0,612945,120904,2462096,2583000,0.5844,0.0259,0.0081,0.0361,0.0452,0.6997,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0012,0.0012,0,0,0.0001,0.0001,0,0.0119,0,0,0,0.0027,0,0,0,0,0.2373,0.0468,0.9532,0.9999,0,79
2005,Jamaica,JAM,1622752,62449,10461,84123,110895,1890680,0,0,0,521,521,0,0,0,0,0,0,2334,2334,0,0,319,319,0,23347,0,0,104,3536,0,0,0,0,592472,136687,2513313,2650000,0.6124,0.0236,0.0039,0.0317,0.0418,0.7135,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0009,0.0009,0,0,0.0001,0.0001,0,0.0088,0,0,0,0.0013,0,0,0,0,0.2236,0.0516,0.9484,1,0,99
2010,Jamaica,JAM,1736000,58000,0,75000,105000,1974000,0,0,0,531,531,0,0,0,0,0,0,1513,1513,0,0,322,322,0,15961,0,0,209,0,0,0,0,0,572000,304094,2564536,2868630,0.6052,0.0202,0,0.0261,0.0366,0.6881,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0005,0.0005,0,0,0.0001,0.0001,0,0.0056,0,0,0.0001,0,0,0,0,0,0.1994,0.106,0.894,1,0,80
1960,Trinidad and Tobago,TRI,79520,299649,0,175042,20485,574696,0,0,0,0,0,0,0,0,0,0,0,49736,49736,0,0,0,0,0,190403,0,0,0,0,0,0,0,0,23122,62043,837957,900000,0.0884,0.3329,0,0.1945,0.0228,0.6386,0,0,0,0,0,0,0,0,0,0,0,0.0553,0.0553,0,0,0,0,0,0.2116,0,0,0,0,0,0,0,0,0.0257,0.0689,0.9311,1.0001,0,15
1965,Trinidad and Tobago,TRI,93020,334314,0,160346,19662,607342,0,0,0,150,150,0,0,0,0,0,0,54968,54968,0,0,1000,1000,0,210306,0,0,300,2000,0,0,0,0,12061,108717,888127,996844,0.0933,0.3354,0,0.1609,0.0197,0.6093,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0551,0.0551,0,0,0.001,0.001,0,0.211,0,0,0.0003,0.002,0,0,0,0,0.0121,0.1091,0.8909,1.0001,0,20
1970,Trinidad and Tobago,TRI,106520,368980,0,145650,18840,639990,0,0,0,300,300,0,0,0,0,0,0,60200,60200,0,0,2000,2000,0,230209,0,0,600,4000,0,0,0,0,1000,32701,938299,971000,0.1097,0.38,0,0.15,0.0194,0.6591,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0.062,0.062,0,0,0.0021,0.0021,0,0.2371,0,0,0.0006,0.0041,0,0,0,0,0.001,0.0337,0.9663,1,0,7
1975,Trinidad and Tobago,TRI,125460,391590,2350,147175,75000,741575,0,0,0,400,400,0,0,0,0,0,600,64600,65200,0,0,2000,2000,0,249454,0,0,4300,2000,0,1800,0,5100,1100,103071,1072929,1176000,0.1067,0.333,0.002,0.1251,0.0638,0.6306,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0005,0.0549,0.0554,0,0,0.0017,0.0017,0,0.2121,0,0,0.0037,0.0017,0,0.0015,0,0.0043,0.0009,0.0876,0.9124,0.9998,0,99
1980,Trinidad and Tobago,TRI,144400,414200,4700,148700,0,712000,0,0,0,500,500,0,0,0,0,0,1200,69000,70200,0,0,2000,2000,0,268700,0,0,8000,0,0,3600,0,10200,1200,5600,1076400,1082000,0.1335,0.3828,0.0043,0.1374,0,0.658,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0011,0.0638,0.0649,0,0,0.0018,0.0018,0,0.2483,0,0,0.0074,0,0,0.0033,0,0.0094,0.0011,0.0052,0.9948,0.9999,0,7
1985,Trinidad and Tobago,TRI,153140,424080,0,150600,0,727820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,150000,180,1177820,1178000,0.13,0.36,0,0.1278,0,0.6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2547,0,0,0,0,0,0,0,0,0.1273,0.0002,0.9998,1,0,1
1990,Trinidad and Tobago,TRI,216270,391230,7100,145800,0,760400,0,0,0,600,600,0,0,0,0,0,0,80190,80190,0,0,3900,3900,0,315900,0,0,0,5000,0,0,0,0,15795,33215,1181785,1215000,0.178,0.322,0.0058,0.12,0,0.6258,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.066,0.066,0,0,0.0032,0.0032,0,0.26,0,0,0,0.0041,0,0,0,0,0.013,0.0273,0.9727,0.9999,0,79
1995,Trinidad and Tobago,TRI,255117,387275,3550,130527,0,776469,0,0,0,602,602,0,0,0,0,0,0,82830,82830,0,0,3966,3966,0,323710,0,0,0,5039,0,0,0,0,22142,45242,1214758,1260000,0.2025,0.3074,0.0028,0.1036,0,0.6162,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.0657,0.0657,0,0,0.0031,0.0031,0,0.2569,0,0,0,0.004,0,0,0,0,0.0176,0.0359,0.9641,0.9999,0,99
2000,Trinidad and Tobago,TRI,293965,383320,0,115255,0,792540,0,0,0,605,605,0,0,0,0,0,0,85470,85470,0,0,4032,4032,0,331520,0,0,0,5078,0,0,0,0,28490,47265,1247735,1295000,0.227,0.296,0,0.089,0,0.612,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.066,0.066,0,0,0.0031,0.0031,0,0.256,0,0,0,0.0039,0,0,0,0,0.022,0.0365,0.9635,1,0,79
2005,Trinidad and Tobago,TRI,279692,364709,0,109659,0,754060,0,0,0,611,611,0,0,0,0,0,0,75085,75085,0,0,4118,4118,0,283514,0,0,0,2539,0,0,0,0,100296,73777,1220223,1294000,0.2161,0.2818,0,0.0847,0,0.5827,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.058,0.058,0,0,0.0032,0.0032,0,0.2191,0,0,0,0.002,0,0,0,0,0.0775,0.057,0.943,1,0,1
2010,Trinidad and Tobago,TRI,365100,285670,3500,75000,0,729270,0,0,0,0,0,0,0,0,0,0,0,65700,65700,0,0,0,0,0,240100,0,0,0,0,0,0,0,0,175640,94290,1210710,1305000,0.2798,0.2189,0.0027,0.0575,0,0.5588,0,0,0,0,0,0,0,0,0,0,0,0.0503,0.0503,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0.1346,0.0723,0.9277,1,0,81
1970,Barbados,BAR,50582,9000,16108,90000,0,165690,0,0,0,30,30,0,0,0,0,0,0,400,400,0,0,0,0,0,100,0,0,0,0,0,0,0,0,40814,31966,207034,239000,0.2116,0.0377,0.0674,0.3766,0,0.6933,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.1708,0.1337,0.8663,1,0,7
1975,Barbados,BAR,49601,11050,8154,92460,6500,167765,0,0,0,15,15,0,0,0,0,0,0,410,410,0,0,0,0,0,255,0,0,720,0,0,0,0,4300,26912,38623,200377,239000,0.2075,0.0462,0.0341,0.3869,0.0272,0.7019,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0011,0,0,0.003,0,0,0,0,0.018,0.1126,0.1616,0.8384,1,0,2
1980,Barbados,BAR,46620,13100,200,94920,13000,167840,0,0,0,30,30,0,0,0,0,0,0,420,420,0,0,0,0,0,411,0,0,1440,0,0,0,0,8600,13010,57249,191751,249000,0.1872,0.0526,0.0008,0.3812,0.0522,0.6741,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0017,0,0,0.0058,0,0,0,0,0.0345,0.0522,0.2299,0.7701,1,0,7
1985,Barbados,BAR,67230,9960,0,99600,0,176790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,61210,191790,253000,0.2657,0.0394,0,0.3937,0,0.6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593,0.2419,0.7581,1,0,13
1990,Barbados,BAR,77536,11230,3700,84707,0,177173,0,0,0,30,30,0,0,0,0,0,0,1079,1079,0,0,100,100,0,800,0,0,2500,0,0,0,0,25,14100,61193,195807,257000,0.3017,0.0437,0.0144,0.3296,0,0.6894,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0042,0.0042,0,0,0.0004,0.0004,0,0.0031,0,0,0.0097,0,0,0,0,0.0001,0.0549,0.2381,0.7619,1,0,79
1995,Barbados,BAR,87557,11258,3659,80531,0,183005,0,0,0,31,31,0,0,0,0,0,0,1885,1885,0,0,104,104,0,859,0,0,1250,0,0,0,0,26,58698,18142,245858,264000,0.3317,0.0426,0.0139,0.305,0,0.6932,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0071,0.0071,0,0,0.0004,0.0004,0,0.0033,0,0,0.0047,0,0,0,0,0.0001,0.2223,0.0687,0.9313,0.9999,0,99
2000,Barbados,BAR,97578,11286,3618,76356,0,188838,0,0,0,32,32,0,0,0,0,0,0,1782,1782,0,0,108,108,0,918,0,0,0,0,0,0,0,28,55566,22728,247272,270000,0.3614,0.0418,0.0134,0.2828,0,0.6994,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0066,0.0066,0,0,0.0004,0.0004,0,0.0034,0,0,0,0,0,0,0,0.0001,0.2058,0.0842,0.9158,1,0,79
2005,Barbados,BAR,99456,11375,1809,74656,0,187296,0,0,0,31,31,0,0,0,0,0,0,2041,2041,0,0,114,114,0,1059,0,0,0,0,0,0,0,24,57375,25060,247940,273000,0.3643,0.0417,0.0066,0.2735,0,0.6861,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0075,0.0075,0,0,0.0004,0.0004,0,0.0039,0,0,0,0,0,0,0,0.0001,0.2102,0.0918,0.9082,1.0001,0,99
2010,Barbados,BAR,101335,11464,0,72957,0,185756,0,0,0,30,30,0,0,0,0,0,0,2300,2300,0,0,120,120,0,1200,0,0,0,0,0,0,0,0,59184,40115,248590,288705,0.351,0.0397,0,0.2527,0,0.6434,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.008,0.008,0,0,0.0004,0.0004,0,0.0042,0,0,0,0,0,0,0,0,0.205,0.1389,0.8611,1,0,1
1980,Dominica,DMA,4640,69300,0,0,0,73940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,73940,74000,0.0627,0.9365,0,0,0,0.9992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.9992,1,0,7
1985,Dominica,DMA,5000,68000,0,0,1000,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,74000,75000,0.0667,0.9067,0,0,0.0133,0.9867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0.9867,1,0,13
1990,Dominica,DMA,10600,57600,0,1280,0,69480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,140,0,0,0,0,0,0,0,0,0,2290,69710,72000,0.1472,0.8,0,0.0178,0,0.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0013,0,0.0019,0,0,0,0,0,0,0,0,0,0.0318,0.9682,1,0,13
1995,Dominica,DMA,10900,56850,0,1300,0,69050,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,46,46,0,140,0,0,0,0,0,0,0,0,1000,695,70305,71000,0.1535,0.8007,0,0.0183,0,0.9725,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.0006,0.0006,0,0.002,0,0,0,0,0,0,0,0,0.0141,0.0098,0.9902,1,0,1
2000,Dominica,DMA,15200,42843,0,433,2489,60965,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,92,92,0,141,0,0,0,0,0,0,0,0,5000,4663,66337,71000,0.2141,0.6034,0,0.0061,0.0351,0.8587,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0.0013,0.0013,0,0.002,0,0,0,0,0,0,0,0,0.0704,0.0657,0.9343,1.0001,0,78
2005,Dominica,DMA,13075,49526,0,216,1244,64061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,68,0,0,0,0,0,0,0,0,4690,3479,68907,72386,0.1806,0.6842,0,0.003,0.0172,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0,0.0009,0,0,0,0,0,0,0,0,0.0648,0.0481,0.9519,1,0,1
2010,Dominica,DMA,10950,56210,0,0,0,67160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4380,1460,71540,73000,0.15,0.77,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.98,1,0,78
1975,Grenada,GRN,9800,60000,0,20000,0,89800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,100,17850,89950,107800,0.0909,0.5566,0,0.1855,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0.0009,0.1656,0.8344,1,0,2
